customer_id,region,plan_tier,tenure_months,price_sensitivity_flag
C003948,urban_west,standard,43,False
C003949,metro_north,standard,31,False
C003950,metro_south,premium,60,False
C003951,metro_north,premium,63,False
C003952,suburb_east,standard,27,False
C003953,rural_south,standard,35,True
C003954,metro_north,basic,14,True
C003955,metro_south,standard,39,False
C003956,rural_north,standard,30,True
C003957,rural_south,standard,39,False
C003958,urban_east,basic,31,False
C003959,metro_north,standard,35,True
C003960,metro_north,standard,29,False
C003961,urban_west,standard,29,False
C003962,urban_east,basic,1,True
C003963,metro_north,basic,11,True
C003964,urban_west,basic,26,True
C003965,metro_north,premium,59,True
C003966,suburb_east,standard,22,False
C003967,metro_south,basic,19,True
C003968,metro_north,basic,16,False
C003969,urban_west,standard,36,False
C003970,urban_east,basic,37,False
C003971,rural_south,premium,56,False
C003972,urban_west,standard,23,False
C003973,metro_south,basic,17,False
C003974,suburb_east,standard,44,False
C003975,metro_south,basic,5,True
C003976,rural_north,standard,23,False
C003977,metro_south,basic,24,False
C003978,urban_west,premium,63,False
C003979,metro_north,standard,36,False
C003980,urban_east,standard,23,False
C003981,suburb_east,basic,22,False
C003982,suburb_east,basic,21,False
C003983,metro_south,standard,33,False
C003984,metro_south,standard,29,False
C003985,suburb_east,basic,18,False
C003986,rural_south,basic,9,False
C003987,metro_north,basic,40,True
C003988,urban_east,standard,31,False
C003989,metro_south,basic,22,False
C003990,rural_north,basic,16,False
C003991,metro_north,basic,25,False
C003992,metro_south,basic,6,True
C003993,suburb_east,basic,2,False
C003994,metro_north,premium,47,False
C003995,urban_east,basic,36,False
C003996,urban_east,premium,62,False
C003997,metro_south,basic,10,False
C003998,urban_east,basic,22,False
C003999,urban_east,basic,12,False
C004000,metro_north,standard,34,False
C004001,urban_west,standard,35,False
C004002,suburb_east,standard,39,False
C004003,suburb_east,basic,3,False
C004004,metro_north,premium,32,False
C004005,metro_north,premium,47,False
C004006,metro_south,basic,8,False
C004007,metro_south,standard,18,False
C004008,urban_east,standard,32,False
C004009,urban_west,basic,9,False
C004010,metro_north,basic,38,False
C004011,metro_north,standard,24,False
C004012,urban_east,standard,27,False
C004013,urban_west,basic,20,False
C004014,metro_north,standard,14,True
C004015,urban_west,premium,54,True
C004016,metro_south,basic,21,True
C004017,rural_north,basic,14,True
C004018,rural_north,standard,32,False
C004019,metro_south,basic,21,True
C004020,metro_south,basic,30,False
C004021,urban_east,basic,40,False
C004022,metro_south,basic,8,False
C004023,urban_west,premium,32,False
C004024,suburb_east,standard,31,False
C004025,urban_west,basic,1,True
C004026,suburb_east,standard,36,True
C004027,urban_east,premium,49,False
C004028,metro_north,basic,21,True
C004029,suburb_east,basic,15,False
C004030,metro_south,premium,51,False
C004031,urban_west,premium,53,False
C004032,metro_south,basic,19,False
C004033,metro_north,basic,5,False
C004034,rural_south,basic,19,False
C004035,metro_north,basic,34,False
C004036,rural_south,standard,32,True
C004037,rural_south,basic,19,False
C004038,suburb_east,basic,32,True
C004039,urban_west,standard,22,False
C004040,urban_west,premium,58,False
C004041,rural_north,basic,13,True
C004042,metro_south,basic,27,True
C004043,urban_east,premium,57,False
C004044,urban_west,standard,25,False
C004045,urban_east,basic,15,False
C004046,urban_east,basic,26,False
C004047,metro_south,basic,1,False
C004048,urban_west,standard,25,True
C004049,rural_north,basic,23,False
C004050,metro_south,basic,15,False
C004051,rural_south,basic,19,False
C004052,urban_west,basic,1,False
C004053,suburb_east,standard,21,False
C004054,urban_west,basic,24,False
C004055,suburb_east,basic,11,False
C004056,metro_north,premium,32,False
C004057,suburb_east,standard,40,False
C004058,metro_north,basic,22,False
C004059,rural_north,standard,19,False
C004060,rural_south,basic,19,False
C004061,metro_south,standard,19,False
C004062,metro_south,standard,28,True
C004063,suburb_east,standard,31,False
C004064,metro_south,standard,21,True
C004065,rural_north,basic,24,True
C004066,metro_north,standard,38,True
C004067,metro_north,basic,20,False
C004068,rural_south,basic,21,False
C004069,urban_west,premium,30,True
C004070,rural_north,standard,43,False
C004071,metro_south,premium,46,False
C004072,urban_west,basic,9,False
C004073,urban_west,standard,31,False
C004074,urban_west,basic,24,True
C004075,urban_west,standard,35,False
C004076,urban_west,basic,8,False
C004077,urban_east,basic,24,False
C004078,metro_south,basic,17,False
C004079,suburb_east,standard,35,False
C004080,metro_south,basic,10,False
C004081,urban_west,standard,40,True
C004082,metro_south,basic,19,True
C004083,urban_west,basic,28,False
C004084,suburb_east,basic,4,False
C004085,metro_south,premium,31,False
C004086,metro_north,basic,15,False
C004087,metro_north,basic,31,False
C004088,urban_west,standard,49,False
C004089,rural_north,basic,10,False
C004090,metro_north,standard,30,True
C004091,suburb_east,basic,19,False
C004092,metro_south,standard,37,False
C004093,urban_east,basic,25,False
C004094,rural_south,standard,18,True
C004095,metro_south,standard,30,True
C004096,urban_east,standard,9,True
C004097,metro_north,standard,38,False
C004098,metro_north,premium,43,False
C004099,metro_south,basic,7,False
C004100,metro_north,basic,20,False
C004101,urban_west,standard,26,False
C004102,urban_east,standard,42,False
C004103,urban_west,basic,9,False
C004104,metro_north,standard,52,False
C004105,metro_south,basic,25,False
C004106,urban_west,standard,42,True
C004107,rural_south,standard,19,False
C004108,metro_north,standard,47,False
C004109,rural_north,basic,7,False
C004110,urban_west,standard,27,True
C004111,urban_west,standard,43,False
C004112,urban_east,basic,22,False
C004113,metro_north,standard,17,True
C004114,metro_north,premium,61,False
C004115,urban_west,basic,21,False
C004116,metro_south,basic,14,True
C004117,rural_north,basic,4,True
C004118,urban_east,standard,34,False
C004119,metro_north,premium,46,False
C004120,suburb_east,standard,31,False
C004121,metro_south,basic,3,True
C004122,urban_east,standard,25,False
C004123,urban_west,standard,34,False
C004124,rural_north,standard,48,False
C004125,suburb_east,basic,16,False
C004126,urban_west,standard,44,False
C004127,urban_west,basic,25,True
C004128,rural_south,basic,20,True
C004129,metro_south,standard,19,True
C004130,metro_north,premium,36,False
C004131,metro_south,basic,23,True
C004132,metro_south,premium,41,False
C004133,urban_west,basic,12,False
C004134,urban_west,standard,28,True
C004135,urban_west,basic,16,True
C004136,metro_north,basic,26,True
C004137,suburb_east,standard,24,True
C004138,metro_south,standard,38,False
C004139,urban_west,standard,34,False
C004140,urban_west,standard,13,True
C004141,metro_south,standard,32,False
C004142,metro_north,premium,15,False
C004143,metro_north,standard,21,False
C004144,suburb_east,basic,22,False
C004145,rural_north,basic,17,False
C004146,urban_west,basic,2,False
C004147,metro_north,standard,18,False
C004148,urban_east,basic,1,False
C004149,suburb_east,basic,5,False
C004150,suburb_east,basic,23,False
C004151,metro_north,standard,24,False
C004152,metro_north,basic,19,False
C004153,suburb_east,basic,18,False
C004154,metro_south,standard,30,False
C004155,metro_south,standard,40,False
C004156,metro_north,basic,16,True
C004157,urban_west,standard,39,False
C004158,rural_north,basic,1,True
C004159,rural_south,premium,61,False
C004160,urban_west,basic,6,False
C004161,urban_east,premium,35,False
C004162,metro_north,premium,39,False
C004163,urban_west,standard,40,False
C004164,metro_south,basic,9,True
C004165,urban_west,standard,23,True
C004166,urban_east,basic,9,True
C004167,metro_south,premium,51,False
C004168,metro_north,standard,37,False
C004169,metro_south,premium,68,False
C004170,metro_north,standard,53,True
C004171,metro_north,standard,36,True
C004172,rural_south,standard,33,True
C004173,urban_east,basic,7,False
C004174,urban_east,standard,49,True
C004175,rural_north,standard,32,True
C004176,rural_south,premium,44,False
C004177,urban_west,standard,33,False
C004178,suburb_east,premium,40,False
C004179,metro_south,premium,19,False
C004180,metro_south,standard,35,False
C004181,urban_east,basic,30,False
C004182,urban_west,standard,35,False
C004183,urban_west,basic,17,True
C004184,metro_south,basic,18,False
C004185,metro_north,basic,19,True
C004186,urban_west,premium,49,False
C004187,metro_north,basic,17,False
C004188,urban_west,standard,30,False
C004189,urban_west,standard,45,False
C004190,suburb_east,standard,34,False
C004191,suburb_east,standard,31,False
C004192,rural_north,standard,36,False
C004193,urban_east,basic,23,False
C004194,suburb_east,basic,26,False
C004195,urban_west,premium,38,False
C004196,metro_north,basic,13,False
C004197,metro_north,standard,21,False
C004198,metro_south,standard,37,False
C004199,urban_east,basic,24,False
C004200,urban_west,premium,32,False
C004201,rural_north,standard,33,False
C004202,metro_north,basic,30,False
C004203,metro_north,premium,45,False
C004204,rural_south,standard,33,False
C004205,metro_north,standard,37,True
C004206,urban_east,standard,16,False
C004207,urban_west,basic,19,False
C004208,urban_west,standard,42,False
C004209,metro_north,basic,12,True
C004210,metro_north,standard,38,False
C004211,metro_north,standard,30,False
C004212,urban_west,premium,39,True
C004213,urban_west,standard,29,False
C004214,metro_south,basic,13,True
C004215,urban_west,premium,37,False
C004216,suburb_east,standard,27,False
C004217,metro_north,standard,30,False
C004218,urban_east,basic,16,True
C004219,urban_west,premium,44,False
C004220,metro_south,premium,50,False
C004221,metro_south,standard,35,False
C004222,urban_west,premium,34,False
C004223,rural_north,basic,15,True
C004224,suburb_east,premium,24,False
C004225,urban_west,standard,28,False
C004226,suburb_east,basic,19,False
C004227,metro_south,standard,35,False
C004228,urban_west,standard,31,False
C004229,urban_east,basic,22,False
C004230,metro_north,basic,18,False
C004231,suburb_east,basic,11,True
C004232,urban_west,basic,7,False
C004233,metro_south,basic,15,False
C004234,rural_north,basic,11,True
C004235,metro_north,basic,16,True
C004236,metro_south,premium,42,False
C004237,metro_north,standard,34,False
C004238,suburb_east,basic,18,False
C004239,suburb_east,premium,53,False
C004240,metro_south,standard,34,False
C004241,urban_west,standard,28,False
C004242,urban_east,standard,28,False
C004243,suburb_east,basic,22,False
C004244,urban_east,basic,40,False
C004245,urban_east,basic,9,False
C004246,rural_south,standard,30,False
C004247,metro_south,standard,18,False
C004248,metro_north,standard,29,False
C004249,urban_west,basic,11,False
C004250,rural_south,standard,28,False
C004251,metro_south,standard,31,True
C004252,metro_north,premium,42,False
C004253,metro_south,basic,1,False
C004254,urban_east,premium,65,False
C004255,metro_north,standard,38,False
C004256,urban_west,standard,28,True
C004257,rural_south,standard,21,False
C004258,urban_east,basic,18,False
C004259,metro_south,premium,52,True
C004260,urban_east,basic,24,False
C004261,metro_north,standard,38,False
C004262,rural_north,basic,27,True
C004263,urban_east,basic,2,True
C004264,urban_east,standard,26,True
C004265,urban_west,premium,59,True
C004266,urban_east,standard,20,False
C004267,urban_west,premium,62,False
C004268,metro_north,standard,48,False
C004269,suburb_east,basic,28,True
C004270,rural_south,basic,23,True
C004271,urban_west,standard,25,False
C004272,rural_south,basic,20,False
C004273,metro_north,standard,16,True
C004274,urban_east,basic,10,False
C004275,urban_west,basic,11,False
C004276,urban_west,standard,30,False
C004277,urban_east,standard,26,False
C004278,metro_south,basic,20,False
C004279,metro_north,basic,25,False
C004280,urban_east,basic,11,True
C004281,metro_north,basic,19,False
C004282,suburb_east,standard,25,False
C004283,metro_south,standard,31,False
C004284,metro_north,basic,24,False
C004285,urban_west,basic,26,True
C004286,urban_west,basic,24,False
C004287,rural_north,basic,21,False
C004288,urban_west,standard,15,False
C004289,metro_south,basic,8,True
C004290,suburb_east,basic,10,True
C004291,urban_west,standard,33,False
C004292,metro_north,basic,6,False
C004293,urban_west,standard,33,False
C004294,rural_north,standard,32,False
C004295,urban_east,basic,1,False
C004296,metro_south,standard,19,False
C004297,metro_north,standard,40,False
C004298,metro_north,standard,36,False
C004299,urban_east,standard,21,False
C004300,urban_west,standard,19,False
C004301,metro_north,premium,18,False
C004302,rural_south,standard,44,False
C004303,suburb_east,premium,48,False
C004304,urban_west,basic,34,False
C004305,suburb_east,standard,28,False
C004306,metro_north,basic,20,False
C004307,urban_east,basic,26,False
C004308,urban_west,standard,46,False
C004309,suburb_east,standard,35,False
C004310,suburb_east,basic,18,True
C004311,metro_south,standard,30,False
C004312,rural_south,standard,19,True
C004313,metro_north,basic,14,False
C004314,rural_north,basic,18,True
C004315,rural_south,basic,30,False
C004316,metro_north,basic,14,False
C004317,suburb_east,standard,40,True
C004318,metro_north,basic,17,False
C004319,urban_east,basic,29,True
C004320,urban_east,standard,36,False
C004321,urban_west,standard,36,False
C004322,rural_south,basic,26,True
C004323,urban_west,basic,25,True
C004324,urban_east,basic,27,False
C004325,suburb_east,standard,51,True
C004326,rural_south,premium,67,False
C004327,metro_north,standard,34,True
C004328,rural_south,basic,14,False
C004329,metro_north,standard,33,False
C004330,suburb_east,basic,1,False
C004331,metro_south,basic,25,True
C004332,metro_north,basic,8,False
C004333,urban_east,standard,41,True
C004334,urban_west,standard,49,False
C004335,urban_east,standard,15,True
C004336,metro_north,standard,29,False
C004337,urban_west,basic,8,False
C004338,rural_north,basic,2,True
C004339,urban_east,standard,28,True
C004340,metro_south,standard,36,False
C004341,urban_east,standard,37,False
C004342,metro_north,basic,19,False
C004343,suburb_east,standard,13,False
C004344,suburb_east,basic,19,False
C004345,urban_west,standard,15,False
C004346,metro_south,standard,15,True
C004347,suburb_east,premium,36,True
C004348,urban_west,basic,27,True
C004349,suburb_east,standard,35,False
C004350,urban_west,standard,33,False
C004351,suburb_east,basic,10,False
C004352,urban_west,basic,14,True
C004353,urban_east,standard,16,False
C004354,rural_south,basic,30,True
C004355,urban_west,basic,37,False
C004356,urban_west,premium,54,False
C004357,metro_south,standard,37,False
C004358,urban_west,basic,16,False
C004359,urban_west,standard,13,False
C004360,metro_north,standard,21,True
C004361,metro_north,standard,25,False
C004362,urban_west,standard,26,False
C004363,suburb_east,standard,23,True
C004364,urban_east,basic,18,False
C004365,metro_south,standard,21,False
C004366,urban_west,basic,37,False
C004367,metro_north,basic,5,False
C004368,urban_east,standard,38,False
C004369,metro_north,basic,15,False
C004370,metro_north,standard,34,False
C004371,metro_south,standard,35,False
C004372,urban_east,basic,19,True
C004373,metro_north,basic,7,True
C004374,urban_east,standard,26,True
C004375,urban_east,premium,50,False
C004376,urban_east,standard,31,True
C004377,urban_east,standard,19,False
C004378,suburb_east,basic,29,True
C004379,metro_north,basic,1,True
C004380,urban_east,standard,27,False
C004381,metro_north,basic,9,False
C004382,metro_north,premium,50,False
C004383,urban_west,standard,40,False
C004384,urban_west,standard,15,True
C004385,rural_north,standard,53,False
C004386,urban_west,standard,32,False
C004387,rural_south,standard,33,False
C004388,metro_north,premium,30,False
C004389,metro_north,premium,47,False
C004390,metro_north,premium,59,False
C004391,metro_north,standard,32,False
C004392,urban_west,standard,31,False
C004393,urban_west,standard,29,True
C004394,metro_north,basic,5,False
C004395,rural_south,basic,5,True
C004396,rural_north,basic,28,True
C004397,metro_south,basic,25,True
C004398,metro_north,basic,27,False
C004399,metro_north,basic,10,False
C004400,metro_north,premium,46,False
C004401,metro_north,standard,42,False
C004402,urban_east,basic,6,True
C004403,metro_south,basic,28,True
C004404,metro_south,standard,24,False
C004405,rural_south,standard,21,False
C004406,urban_west,premium,47,False
C004407,rural_south,premium,34,False
C004408,metro_north,premium,25,False
C004409,urban_east,basic,18,True
C004410,urban_west,basic,22,False
C004411,metro_north,standard,42,False
C004412,metro_north,basic,23,True
C004413,urban_west,standard,49,False
C004414,urban_west,standard,43,True
C004415,urban_east,standard,37,True
C004416,urban_east,basic,22,True
C004417,urban_east,standard,42,False
C004418,metro_north,standard,7,False
C004419,metro_south,premium,42,True
C004420,metro_north,basic,1,False
C004421,metro_north,premium,55,False
C004422,rural_south,standard,22,False
C004423,urban_west,standard,60,False
C004424,suburb_east,standard,24,False
C004425,metro_south,standard,31,False
C004426,urban_east,basic,14,False
C004427,metro_south,basic,13,False
C004428,metro_north,premium,33,False
C004429,metro_north,standard,17,False
C004430,suburb_east,basic,1,False
C004431,urban_west,standard,35,True
C004432,urban_west,basic,14,True
C004433,urban_east,basic,35,True
C004434,rural_south,standard,17,True
C004435,metro_north,basic,31,False
C004436,metro_south,basic,32,False
C004437,metro_south,standard,42,False
C004438,suburb_east,standard,32,False
C004439,rural_south,basic,14,False
C004440,metro_south,basic,29,True
C004441,rural_north,basic,10,True
C004442,suburb_east,basic,20,False
C004443,metro_south,basic,17,True
C004444,urban_east,basic,9,True
C004445,urban_east,basic,20,False
C004446,rural_south,standard,37,False
C004447,metro_north,basic,9,False
C004448,suburb_east,basic,22,False
C004449,metro_south,basic,1,False
C004450,suburb_east,basic,8,False
C004451,urban_east,standard,25,True
C004452,urban_west,basic,21,False
C004453,suburb_east,basic,25,True
C004454,suburb_east,basic,18,False
C004455,rural_north,standard,35,True
C004456,metro_north,basic,16,False
C004457,urban_west,standard,34,False
C004458,metro_north,basic,21,True
C004459,urban_east,basic,13,True
C004460,urban_west,standard,26,False
C004461,urban_east,standard,36,True
C004462,urban_east,standard,48,False
C004463,rural_south,basic,28,True
C004464,metro_north,standard,18,False
C004465,urban_west,basic,7,True
C004466,urban_east,standard,24,False
C004467,metro_north,standard,30,False
C004468,metro_north,basic,18,False
C004469,rural_south,standard,42,True
C004470,rural_north,standard,42,True
C004471,rural_north,basic,18,True
C004472,rural_south,premium,45,False
C004473,metro_south,standard,35,True
C004474,metro_south,basic,27,True
C004475,urban_west,premium,54,False
C004476,urban_east,basic,14,False
C004477,urban_east,standard,23,False
C004478,metro_south,standard,18,False
C004479,urban_west,standard,31,False
C004480,urban_west,basic,23,False
C004481,metro_north,premium,56,False
C004482,urban_east,basic,28,False
C004483,urban_west,basic,31,True
C004484,urban_west,basic,5,True
C004485,metro_south,premium,52,False
C004486,suburb_east,premium,53,False
C004487,metro_north,basic,17,False
C004488,metro_south,premium,38,False
C004489,suburb_east,basic,31,False
C004490,urban_west,premium,40,False
C004491,metro_south,standard,8,False
C004492,urban_west,basic,18,True
C004493,urban_west,basic,15,True
C004494,suburb_east,basic,34,True
C004495,suburb_east,basic,22,True
C004496,urban_west,standard,26,True
C004497,urban_east,basic,16,True
C004498,metro_north,premium,45,False
C004499,metro_south,standard,52,False
C004500,urban_east,standard,36,False
C004501,urban_west,basic,5,False
C004502,urban_east,premium,45,False
C004503,metro_south,standard,29,False
C004504,metro_north,premium,34,False
C004505,urban_east,premium,26,False
C004506,metro_south,basic,23,True
C004507,suburb_east,basic,10,False
C004508,metro_north,standard,42,True
C004509,urban_west,premium,48,False
C004510,rural_south,standard,25,False
C004511,metro_north,basic,1,True
C004512,urban_east,standard,42,False
C004513,metro_north,basic,20,True
C004514,urban_west,basic,13,True
C004515,urban_west,standard,21,False
C004516,urban_east,basic,32,False
C004517,urban_east,standard,19,True
C004518,rural_north,premium,43,False
C004519,metro_north,standard,35,False
C004520,metro_north,premium,65,False
C004521,rural_north,standard,27,True
C004522,urban_west,basic,11,False
C004523,rural_north,standard,28,True
C004524,urban_west,premium,58,False
C004525,suburb_east,premium,61,False
C004526,urban_east,standard,16,False
C004527,suburb_east,basic,19,True
C004528,rural_north,basic,5,False
C004529,urban_west,basic,25,False
C004530,metro_north,premium,53,False
C004531,metro_south,standard,20,True
C004532,metro_north,premium,66,False
C004533,metro_south,standard,33,False
C004534,metro_south,standard,32,False
C004535,urban_west,basic,16,True
C004536,urban_west,basic,17,False
C004537,urban_east,basic,14,False
C004538,urban_west,standard,22,False
C004539,metro_north,basic,29,True
C004540,metro_north,standard,25,False
C004541,metro_north,basic,13,False
C004542,urban_east,standard,28,False
C004543,metro_south,basic,30,False
C004544,metro_south,standard,41,False
C004545,urban_east,basic,14,False
C004546,suburb_east,standard,42,True
C004547,metro_north,basic,18,False
C004548,urban_west,standard,21,False
C004549,urban_west,premium,42,False
C004550,suburb_east,basic,30,False
C004551,rural_south,basic,36,False
C004552,metro_north,standard,33,False
C004553,metro_north,standard,24,False
C004554,rural_north,basic,16,True
C004555,urban_east,standard,22,False
C004556,urban_west,basic,12,False
C004557,urban_west,basic,11,True
C004558,urban_west,basic,17,False
C004559,rural_south,standard,31,False
C004560,rural_south,standard,28,True
C004561,suburb_east,standard,27,True
C004562,metro_south,premium,57,False
C004563,rural_north,basic,15,False
C004564,metro_north,standard,28,False
C004565,metro_south,premium,45,False
C004566,rural_north,basic,31,True
C004567,metro_south,basic,13,False
C004568,metro_south,premium,55,False
C004569,metro_north,premium,39,False
C004570,rural_north,basic,21,False
C004571,urban_east,basic,22,False
C004572,urban_west,basic,27,False
C004573,metro_south,basic,14,False
C004574,suburb_east,basic,7,False
C004575,suburb_east,standard,22,True
C004576,metro_south,premium,59,False
C004577,urban_east,basic,36,False
C004578,metro_south,standard,38,True
C004579,rural_south,basic,6,False
C004580,urban_west,basic,25,True
C004581,rural_south,standard,20,True
C004582,metro_south,basic,14,True
C004583,suburb_east,basic,19,True
C004584,suburb_east,premium,52,False
C004585,urban_west,basic,18,True
C004586,rural_south,standard,23,False
C004587,urban_east,basic,27,True
C004588,metro_north,basic,13,False
C004589,urban_west,standard,42,False
C004590,suburb_east,standard,16,False
C004591,urban_west,basic,19,True
C004592,metro_south,standard,17,False
C004593,urban_east,premium,37,True
C004594,metro_south,standard,24,True
C004595,urban_east,basic,31,False
C004596,urban_west,standard,43,False
C004597,suburb_east,standard,38,True
C004598,metro_south,standard,30,False
C004599,urban_east,standard,31,True
C004600,metro_south,basic,29,True
C004601,metro_north,standard,37,False
C004602,suburb_east,standard,30,False
C004603,rural_north,standard,44,False
C004604,metro_south,premium,57,False
C004605,suburb_east,premium,50,False
C004606,rural_north,standard,25,True
C004607,rural_north,standard,24,False
C004608,metro_north,standard,26,True
C004609,rural_south,standard,34,False
C004610,metro_south,premium,58,False
C004611,metro_south,standard,15,False
C004612,metro_north,basic,1,False
C004613,urban_east,standard,20,False
C004614,metro_north,standard,25,False
C004615,metro_south,standard,41,True
C004616,metro_south,standard,27,False
C004617,suburb_east,basic,20,False
C004618,rural_north,basic,21,False
C004619,metro_south,basic,8,True
C004620,rural_north,basic,31,True
C004621,rural_north,basic,12,False
C004622,suburb_east,standard,45,False
C004623,metro_north,basic,16,False
C004624,urban_west,premium,43,False
C004625,rural_south,basic,8,False
C004626,urban_west,basic,19,True
C004627,metro_south,standard,52,False
C004628,urban_east,basic,21,False
C004629,urban_west,premium,51,False
C004630,urban_east,basic,12,True
C004631,metro_north,basic,23,True
C004632,metro_south,premium,49,False
C004633,suburb_east,basic,17,True
C004634,rural_north,basic,22,False
C004635,metro_north,basic,1,False
C004636,rural_south,standard,28,False
C004637,metro_south,basic,7,True
C004638,urban_west,standard,30,True
C004639,suburb_east,standard,22,False
C004640,suburb_east,premium,40,False
C004641,rural_south,basic,5,False
C004642,metro_south,basic,28,False
C004643,rural_north,basic,11,False
C004644,metro_north,standard,23,True
C004645,suburb_east,basic,31,True
C004646,suburb_east,standard,35,True
C004647,urban_west,standard,9,True
C004648,metro_south,basic,30,False
C004649,rural_north,standard,46,False
C004650,metro_north,basic,31,True
C004651,metro_north,basic,24,False
C004652,suburb_east,basic,8,True
C004653,urban_east,basic,17,False
C004654,rural_north,standard,15,False
C004655,urban_east,standard,21,False
C004656,metro_north,basic,8,False
C004657,suburb_east,premium,40,False
C004658,urban_west,basic,19,False
C004659,metro_north,basic,13,False
C004660,suburb_east,basic,13,True
C004661,urban_east,standard,27,False
C004662,urban_west,premium,65,False
C004663,urban_east,standard,51,True
C004664,suburb_east,premium,42,False
C004665,suburb_east,basic,21,False
C004666,suburb_east,basic,10,False
C004667,metro_north,standard,37,False
C004668,suburb_east,standard,25,True
C004669,urban_west,basic,11,False
C004670,urban_west,premium,72,False
C004671,metro_south,basic,5,True
C004672,rural_north,basic,1,False
C004673,suburb_east,standard,37,False
C004674,metro_north,standard,26,False
C004675,urban_east,basic,12,False
C004676,rural_north,basic,42,True
C004677,metro_north,standard,37,False
C004678,rural_south,standard,29,False
C004679,urban_west,standard,22,False
C004680,urban_west,standard,34,False
C004681,metro_south,basic,2,True
C004682,metro_south,premium,41,False
C004683,rural_south,standard,29,False
C004684,metro_south,basic,19,True
C004685,suburb_east,basic,16,False
C004686,urban_east,basic,11,True
C004687,metro_north,standard,39,True
C004688,metro_north,premium,28,False
C004689,urban_west,standard,27,False
C004690,rural_south,premium,41,False
C004691,metro_south,basic,27,False
C004692,metro_south,standard,25,True
C004693,metro_south,basic,21,True
C004694,urban_east,basic,20,True
C004695,urban_east,standard,11,False
C004696,rural_north,basic,17,True
C004697,urban_east,standard,12,False
C004698,urban_east,standard,33,False
C004699,metro_north,standard,22,False
C004700,rural_south,basic,28,False
C004701,metro_south,standard,28,True
C004702,metro_north,premium,38,False
C004703,urban_west,premium,62,False
C004704,urban_west,standard,21,False
C004705,urban_east,standard,38,True
C004706,urban_east,basic,22,False
C004707,suburb_east,standard,26,False
C004708,metro_north,standard,16,False
C004709,suburb_east,standard,42,True
C004710,urban_west,standard,35,False
C004711,urban_east,basic,11,False
C004712,urban_east,basic,20,False
C004713,metro_south,standard,40,False
C004714,suburb_east,basic,19,True
C004715,urban_east,basic,20,False
C004716,metro_south,basic,27,True
C004717,urban_west,basic,31,True
C004718,rural_south,standard,28,False
C004719,urban_east,standard,16,False
C004720,rural_south,basic,6,True
C004721,metro_south,standard,23,False
C004722,metro_north,basic,9,False
C004723,metro_south,standard,13,False
C004724,urban_east,basic,34,False
C004725,metro_south,premium,54,False
C004726,metro_north,basic,13,True
C004727,rural_north,standard,29,False
C004728,rural_north,premium,26,True
C004729,suburb_east,premium,61,False
C004730,metro_north,basic,1,False
C004731,metro_north,standard,35,False
C004732,metro_north,basic,1,False
C004733,suburb_east,standard,25,False
C004734,rural_south,basic,29,True
C004735,urban_east,standard,13,False
C004736,metro_north,basic,16,False
C004737,urban_east,standard,36,False
C004738,metro_south,standard,34,False
C004739,metro_south,premium,48,False
C004740,urban_west,standard,34,True
C004741,suburb_east,basic,12,False
C004742,metro_north,basic,35,True
C004743,metro_north,basic,3,True
C004744,rural_south,standard,41,False
C004745,metro_south,standard,31,False
C004746,metro_north,standard,36,True
C004747,metro_north,basic,25,False
C004748,metro_north,standard,35,False
C004749,urban_east,standard,21,False
C004750,suburb_east,premium,44,True
C004751,metro_south,standard,15,False
C004752,urban_east,basic,15,True
C004753,urban_west,basic,20,True
C004754,urban_east,basic,23,False
C004755,rural_north,standard,33,False
C004756,rural_north,standard,12,False
C004757,metro_north,basic,12,True
C004758,suburb_east,basic,12,True
C004759,urban_east,basic,6,True
C004760,rural_south,premium,37,False
C004761,urban_east,basic,18,False
C004762,rural_south,basic,30,False
C004763,suburb_east,basic,9,True
C004764,metro_south,basic,7,False
C004765,urban_east,standard,24,False
C004766,rural_south,premium,52,False
C004767,rural_north,basic,29,False
C004768,metro_north,standard,29,True
C004769,suburb_east,basic,4,True
C004770,metro_south,premium,33,False
C004771,metro_north,basic,19,False
C004772,urban_east,basic,26,False
C004773,metro_south,standard,48,True
C004774,suburb_east,basic,7,False
C004775,metro_south,basic,19,False
C004776,suburb_east,standard,19,False
C004777,metro_north,standard,21,False
C004778,metro_south,standard,20,False
C004779,metro_south,standard,26,False
C004780,metro_south,standard,21,False
C004781,metro_north,standard,54,True
C004782,metro_north,standard,25,False
C004783,urban_west,standard,39,False
C004784,metro_south,basic,12,True
C004785,urban_east,basic,38,False
C004786,metro_south,basic,21,True
C004787,rural_north,basic,25,False
C004788,rural_north,standard,24,False
C004789,urban_east,basic,26,False
C004790,metro_south,basic,21,True
C004791,metro_north,basic,14,False
C004792,rural_south,basic,8,False
C004793,metro_north,standard,27,False
C004794,metro_south,standard,26,False
C004795,metro_south,standard,38,False
C004796,metro_south,basic,15,True
C004797,metro_north,premium,24,False
C004798,suburb_east,premium,55,False
C004799,metro_north,standard,42,True
C004800,urban_west,premium,28,False
C004801,metro_north,standard,48,False
C004802,metro_north,premium,64,False
C004803,rural_north,standard,23,False
C004804,metro_north,premium,34,False
C004805,suburb_east,standard,40,True
C004806,urban_west,standard,16,False
C004807,metro_north,standard,23,False
C004808,rural_south,basic,6,False
C004809,metro_south,basic,18,True
C004810,rural_north,premium,65,True
C004811,metro_north,basic,21,True
C004812,rural_north,standard,40,False
C004813,metro_north,basic,14,False
